,season,team_alias,game_id,team_game_score,assists/score,differencestrash,w/l_ratio,star_power,differences,win_count,game_count
997,2015,UNF,10785.774193548386,82.90322580645162,0.19063201378651773,2.064516129032258,0.6129032258064516,1.788709677419355,-5.0,19,31.0
998,2015,UNH,10853.90322580645,69.6774193548387,0.15955939543088093,-1.0,0.5806451612903226,2.0335483870967734,9.666666666666666,18,31.0
999,2015,UNI,10468.342857142858,68.34285714285714,0.17166508784061102,2.342857142857143,0.6285714285714286,1.7971428571428574,0.5,22,35.0
1000,2015,UNLV,11077.161290322581,76.80645161290323,0.1937217147347267,1.5161290322580645,0.5161290322580645,1.685483870967742,-2.8333333333333335,16,31.0
1001,2015,UNM,11136.15625,76.0,0.188983800911333,1.625,0.53125,2.2649999999999997,4.6,17,32.0
1003,2015,UNT,10779.066666666668,70.73333333333333,0.14856134507165955,-8.1,0.3,1.98,6.571428571428571,9,30.0
1004,2015,URI,10873.78125,69.375,0.17450199132430952,5.0,0.53125,1.8415624999999998,9.5,17,32.0
1005,2015,USA,10485.774193548386,68.16129032258064,0.15231370675843645,-5.064516129032258,0.3870967741935484,1.9141935483870967,4.333333333333333,12,31.0
1006,2015,USC,10655.941176470587,80.5,0.18212758890141958,4.029411764705882,0.6176470588235294,1.7188235294117646,-5.5,21,34.0
1007,2015,USD,10682.241379310344,60.37931034482759,0.18350638448662154,-9.0,0.27586206896551724,2.0624137931034476,12.0,8,29.0
1009,2015,USM,10651.777777777777,63.77777777777778,0.1868552946623072,-6.407407407407407,0.25925925925925924,2.13037037037037,2.4,7,27.0
1010,2015,USU,10208.379310344828,73.03448275862068,0.19525393619672213,1.2413793103448276,0.4827586206896552,1.7834482758620689,-10.6,14,29.0
1011,2015,UTA,11357.46875,77.4375,0.21323311647861323,6.9375,0.65625,1.7543749999999994,-14.0,21,32.0
1012,2015,UTAH,10574.57142857143,76.08571428571429,0.19425342789458325,6.085714285714285,0.7428571428571429,1.8691428571428572,-11.6,26,35.0
1013,2015,UTEP,10948.064516129032,77.0,0.20201059079532413,1.935483870967742,0.5483870967741935,1.7729032258064517,-2.4,17,31.0
1014,2015,UTM,11155.030303030304,71.18181818181819,0.16096371191373707,-1.303030303030303,0.5454545454545454,1.9075757575757575,-8.0,18,33.0
1015,2015,UTRGV,10839.185185185184,64.81481481481481,0.22574946570169094,-12.222222222222221,0.18518518518518517,1.848518518518519,22.0,5,27.0
1016,2015,UTSA,10432.9,71.53333333333333,0.15750968567726017,-13.6,0.13333333333333333,2.161333333333333,8.5,4,30.0
1017,2015,UVA,11033.945945945947,70.97297297297297,0.20926237093304706,9.135135135135135,0.7837837837837838,2.1486486486486487,-9.833333333333334,29,37.0
1018,2015,UVM,10650.166666666666,74.72222222222223,0.17396009951519795,3.7777777777777777,0.6111111111111112,1.8213888888888887,6.5,22,36.0
1019,2015,UVU,11002.481481481482,74.03703703703704,0.18634490646478852,-5.444444444444445,0.3333333333333333,2.0103703703703704,-3.0,9,27.0
1020,2015,VALP,10694.371428571429,74.71428571428571,0.18883386499608232,9.285714285714286,0.8,1.9468571428571424,-11.75,28,35.0
1021,2015,VAN,10857.0,75.93939393939394,0.19365905741412473,6.696969696969697,0.5757575757575758,1.6645454545454543,-17.4,19,33.0
1022,2015,VCU,10942.305555555555,77.25,0.18471652856385803,9.972222222222221,0.6944444444444444,1.904166666666667,1.0,25,36.0
1023,2015,VILL,10605.225,77.95,0.2011672847907063,14.75,0.875,1.7924999999999998,-12.0,35,40.0
1024,2015,VMI,11053.038461538461,66.57692307692308,0.1586227244324115,-12.538461538461538,0.19230769230769232,2.219230769230769,14.833333333333334,5,26.0
1025,2015,VT,10975.742857142857,74.31428571428572,0.1641723312538619,3.0285714285714285,0.5428571428571428,1.945428571428572,5.333333333333333,19,35.0
1027,2015,WAKE,11166.612903225807,74.03225806451613,0.19057560867853357,-4.096774193548387,0.3548387096774194,1.7216129032258063,8.0,11,31.0
1028,2015,WASH,10825.441176470587,83.91176470588235,0.17223165529759715,4.882352941176471,0.5588235294117647,2.046764705882353,-6.0,19,34.0
1029,2015,WCU,10785.967741935483,71.38709677419355,0.1687799620472985,-3.967741935483871,0.41935483870967744,1.988064516129032,3.0,13,31.0
1030,2015,WEB,10374.5625,73.84375,0.174738366141674,5.625,0.71875,2.119375,18.0,23,32.0
1031,2015,WEBB,11324.466666666667,71.43333333333334,0.16487853558170518,-2.2666666666666666,0.4666666666666667,1.9213333333333331,13.0,14,30.0
1034,2015,WIS,10474.228571428572,67.8,0.1694772655910648,3.142857142857143,0.6285714285714286,1.9400000000000002,-0.5,22,35.0
1036,2015,WKU,10939.75,75.9375,0.17333306503706988,0.40625,0.5,1.8865624999999995,31.0,16,32.0
1040,2015,WRST,10727.424242424242,68.63636363636364,0.19730474056363434,1.393939393939394,0.6060606060606061,1.8109090909090901,-2.3333333333333335,20,33.0
1047,2016,AAMU,16957.206896551725,61.03448275862069,0.18590067249890205,-11.655172413793103,0.06896551724137931,2.159310344827586,16.724137931034484,2,29.0
1049,2016,AFA,16820.322580645163,71.54838709677419,0.20349800443090044,-2.2903225806451615,0.3225806451612903,1.818709677419355,4.064516129032258,10,31.0
1050,2016,AKR,17291.514285714286,76.48571428571428,0.18509066979214886,3.5428571428571427,0.7428571428571429,1.7611428571428578,-4.676470588235294,26,35.0
1051,2016,ALA,16529.176470588234,68.52941176470588,0.1665923827734233,-6.411764705882353,0.5588235294117647,1.8194117647058823,-3.823529411764706,19,34.0
1052,2016,ALBY,16799.41176470588,70.55882352941177,0.1794899450177508,-3.0,0.5882352941176471,1.9929411764705884,-4.529411764705882,20,34.0
1053,2016,ALCN,16705.103448275862,67.65517241379311,0.18291578015883836,-9.793103448275861,0.5172413793103449,2.007241379310345,2.4444444444444446,15,29.0
1054,2016,ALST,17235.3,65.33333333333333,0.14574523010072435,-8.633333333333333,0.23333333333333334,1.8729999999999998,10.461538461538462,7,30.0
1055,2016,AMCC,16625.909090909092,73.9090909090909,0.17291158685902572,4.363636363636363,0.6363636363636364,2.3024242424242427,-2.225806451612903,21,33.0
1056,2016,AMER,15931.333333333334,61.5,0.18491087285337746,-11.933333333333334,0.26666666666666666,1.8996666666666664,6.689655172413793,8,30.0
1057,2016,APP,16586.75,70.46428571428571,0.18181929861432528,1.9285714285714286,0.25,2.0510714285714284,7.071428571428571,7,28.0
1058,2016,ARIZ,16815.405405405407,76.56756756756756,0.17598151315575955,4.243243243243243,0.8648648648648649,1.7310810810810815,-10.621621621621621,32,37.0
1059,2016,ARK,16767.222222222223,79.30555555555556,0.1720827985221378,6.694444444444445,0.7222222222222222,1.708888888888889,-5.057142857142857,26,36.0
1060,2016,ARMY,17368.935483870966,72.03225806451613,0.22289758838924603,1.1935483870967742,0.3870967741935484,1.7622580645161294,2.925925925925926,12,31.0
1061,2016,ARPB,16971.933333333334,60.4,0.16692552025842008,-11.733333333333333,0.2,1.914666666666666,15.916666666666666,6,30.0
1062,2016,ARST,16452.290322580644,72.38709677419355,0.16885627756023164,-0.8709677419354839,0.6129032258064516,1.9403225806451616,-4.222222222222222,19,31.0
1063,2016,ASU,16977.727272727272,78.57575757575758,0.16679982621078263,3.6666666666666665,0.45454545454545453,1.8727272727272724,2.3548387096774195,15,33.0
1064,2016,AUB,16647.75,80.40625,0.1617284806395832,7.25,0.5625,1.8646874999999998,-0.4482758620689655,18,32.0
1065,2016,BALL,16891.848484848484,78.33333333333333,0.19211409338199814,5.03030303030303,0.6060606060606061,1.7412121212121214,-2.3793103448275863,20,33.0
1066,2016,BAY,16923.529411764706,71.8529411764706,0.21494270947467956,-4.294117647058823,0.7647058823529411,2.001176470588236,-7.882352941176471,26,34.0
1067,2016,BC,16799.5625,72.5,0.20271850294646523,1.46875,0.28125,2.2865624999999996,6.096774193548387,9,32.0
1068,2016,BEL,16982.862068965518,76.06896551724138,0.2091277299972179,2.586206896551724,0.7586206896551724,1.9524137931034484,-5.9655172413793105,22,29.0
1069,2016,BGSU,16889.774193548386,72.70967741935483,0.16460863603760184,1.3870967741935485,0.3870967741935484,1.7712903225806458,6.076923076923077,12,31.0
1070,2016,BING,16762.41379310345,65.10344827586206,0.17611580219773246,-5.344827586206897,0.3103448275862069,2.1472413793103446,4.961538461538462,9,29.0
1071,2016,BRAD,17035.8125,65.40625,0.17339359580577926,-7.6875,0.375,1.8471875000000002,5.419354838709677,12,32.0
1072,2016,BRWN,16787.964285714286,74.85714285714286,0.17289308836912148,3.2857142857142856,0.39285714285714285,1.965,4.481481481481482,11,28.0
1073,2016,BRY,16320.483870967742,73.70967741935483,0.1942794678364477,2.6451612903225805,0.3548387096774194,2.175806451612903,4.366666666666666,11,31.0
1074,2016,BSU,16835.709677419356,74.80645161290323,0.15986501009973794,4.225806451612903,0.6129032258064516,1.9696774193548385,-1.6896551724137931,19,31.0
1075,2016,BU,16647.612903225807,72.51612903225806,0.18742246910231228,-6.451612903225806,0.5483870967741935,2.156129032258064,-1.2962962962962963,17,31.0
1076,2016,BUCK,17388.914285714287,76.2,0.18968858565812316,4.514285714285714,0.7428571428571429,1.8777142857142857,-6.642857142857143,26,35.0
1077,2016,BUFF,16903.266666666666,77.2,0.18034346292073863,4.533333333333333,0.5,1.9586666666666666,-1.125,15,30.0
1078,2016,BUT,16916.79411764706,76.32352941176471,0.1737360906823163,4.0588235294117645,0.7352941176470589,1.8505882352941179,-7.0,25,34.0
1079,2016,BYU,16875.08823529412,80.61764705882354,0.19294450904828594,7.705882352941177,0.6470588235294118,2.0932352941176475,-6.764705882352941,22,34.0
1080,2016,CAL,16969.264705882353,68.11764705882354,0.17403072574356881,-3.588235294117647,0.6176470588235294,2.1052941176470585,-3.689655172413793,21,34.0
1081,2016,CAMP,16818.823529411766,69.70588235294117,0.15519171374411378,1.2941176470588236,0.47058823529411764,2.8535294117647063,2.088235294117647,16,34.0
1082,2016,CAN,17040.617647058825,78.38235294117646,0.22753572363691799,6.0588235294117645,0.5294117647058824,1.9770588235294118,-0.12903225806451613,18,34.0
1083,2016,CARK,16553.59375,74.84375,0.19257890829858626,2.0,0.25,1.9965624999999998,9.56,8,32.0
1084,2016,CCAR,16635.27027027027,71.48648648648648,0.162599541216086,-2.675675675675676,0.4864864864864865,1.7859459459459455,0.8666666666666667,18,37.0
1085,2016,CCSU,16606.03448275862,63.0,0.18550193443187704,-8.793103448275861,0.20689655172413793,1.9848275862068967,9.64,6,29.0
1086,2016,CHAR,16447.48275862069,75.65517241379311,0.15443439626648045,2.6551724137931036,0.41379310344827586,2.0744827586206895,4.75,12,29.0
1087,2016,CHAT,17333.41379310345,72.58620689655173,0.16337405938584626,0.4482758620689655,0.5862068965517241,1.8755172413793104,-2.730769230769231,17,29.0
1088,2016,CHS,16611.862068965518,62.48275862068966,0.16048066386596377,-6.689655172413793,0.10344827586206896,2.3927586206896554,15.714285714285714,3,29.0
1089,2016,CHSO,16819.785714285714,71.89285714285714,0.14278347263258998,-1.0357142857142858,0.32142857142857145,2.124642857142857,5.695652173913044,9,28.0
1090,2016,CIN,17181.805555555555,74.27777777777777,0.20627721599529517,5.25,0.8333333333333334,1.7155555555555557,-12.34375,30,36.0
1091,2016,CIT,16808.066666666666,85.16666666666667,0.18601879983671027,9.2,0.3,2.097666666666666,10.538461538461538,9,30.0
1092,2016,CLEM,16616.575757575756,74.78787878787878,0.1668765611116503,1.1818181818181819,0.5151515151515151,1.8545454545454545,-2.5806451612903225,17,33.0
1093,2016,CLEV,16627.6,66.2,0.158598059750035,-9.366666666666667,0.26666666666666666,2.098333333333333,4.555555555555555,8,30.0
1094,2016,CLMB,16666.76923076923,71.38461538461539,0.21438264377659327,-4.384615384615385,0.38461538461538464,2.0376923076923084,1.9545454545454546,10,26.0
1095,2016,CMU,16544.133333333335,86.73333333333333,0.13089647812479735,11.333333333333334,0.4666666666666667,2.7149999999999994,3.9545454545454546,14,30.0
1096,2016,COFC,16701.852941176472,69.32352941176471,0.14802888195368405,-5.852941176470588,0.7058823529411765,2.133823529411765,-3.5161290322580645,24,34.0
1097,2016,COLG,17033.064516129034,66.25806451612904,0.19365225130331762,-4.741935483870968,0.2903225806451613,1.992258064516129,6.444444444444445,9,31.0
1098,2016,COLO,16919.333333333332,75.36363636363636,0.18298281574663075,6.424242424242424,0.5454545454545454,2.1215151515151516,-5.038461538461538,18,33.0
1099,2016,CONN,16341.4375,66.46875,0.1949659391096435,-4.5,0.46875,1.9674999999999994,-2.4074074074074074,15,32.0
1100,2016,COOK,16786.166666666668,70.4,0.19187959637580942,-5.3,0.26666666666666666,2.116666666666666,7.862068965517241,8,30.0
1101,2016,COPP,16385.933333333334,65.23333333333333,0.15315813391354233,-12.066666666666666,0.23333333333333334,1.8743333333333336,11.0,7,30.0
1102,2016,COR,17081.964285714286,70.5,0.1969141589851295,-2.142857142857143,0.25,2.133214285714286,8.380952380952381,7,28.0
1103,2016,CP,16946.96551724138,66.82758620689656,0.1487806268823061,-4.103448275862069,0.3103448275862069,1.9020689655172414,5.846153846153846,9,29.0
1104,2016,CREI,17098.735294117647,80.76470588235294,0.21099389184702205,9.823529411764707,0.6764705882352942,1.8597058823529415,-7.9655172413793105,23,34.0
1105,2016,CSB,16546.65625,69.4375,0.20148136209877307,-7.59375,0.6875,2.0334375000000002,-5.333333333333333,22,32.0
1106,2016,CSF,16785.333333333332,72.5,0.15577661915554916,1.1333333333333333,0.5,1.9396666666666669,1.2962962962962963,15,30.0
1107,2016,CSN,17020.75,76.78571428571429,0.1691888235463074,4.285714285714286,0.35714285714285715,1.7971428571428576,2.9545454545454546,10,28.0
1108,2016,CSU,16701.470588235294,71.58823529411765,0.14910495327654988,-0.5294117647058824,0.6470588235294118,2.0794117647058816,-2.1923076923076925,22,34.0
1109,2016,DART,17146.59259259259,67.11111111111111,0.169231144678849,-7.185185185185185,0.25925925925925924,2.1344444444444446,9.0,7,27.0
1110,2016,DAV,16558.71875,73.8125,0.2099247433470933,-0.15625,0.53125,2.7109375,-2.2222222222222223,17,32.0
1111,2016,DAY,16684.387096774193,75.38709677419355,0.20514366437655532,1.3225806451612903,0.7419354838709677,1.8251612903225807,-9.428571428571429,23,31.0
1112,2016,DEL,15868.451612903225,64.80645161290323,0.17573896644409534,-4.580645161290323,0.3548387096774194,2.0493548387096774,9.178571428571429,11,31.0
1113,2016,DEN,16315.466666666667,75.76666666666667,0.19951910190588523,7.333333333333333,0.5333333333333333,2.0906666666666665,0.0,16,30.0
1114,2016,DEP,17055.96875,68.9375,0.16337524417590224,-4.5,0.28125,2.0609375,5.962962962962963,9,32.0
1115,2016,DET,17076.333333333332,76.26666666666667,0.165762515858605,0.7333333333333333,0.23333333333333334,2.0120000000000005,9.296296296296296,7,30.0
1116,2016,DREX,17132.516129032258,74.61290322580645,0.19292318135814285,6.516129032258065,0.25806451612903225,1.8012903225806451,5.148148148148148,8,31.0
1117,2016,DRKE,17578.862068965518,71.13793103448276,0.18160077374391909,-2.4827586206896552,0.20689655172413793,1.8882758620689657,6.64,6,29.0
1118,2016,DSU,15994.8,66.36666666666666,0.19335664884116463,-8.733333333333333,0.26666666666666666,1.956333333333334,9.16,8,30.0
1119,2016,DUKE,16689.405405405407,80.83783783783784,0.16052073772273726,7.162162162162162,0.7567567567567568,1.972972972972973,-10.272727272727273,28,37.0
1120,2016,DUQ,16125.96875,70.5,0.17636832168533692,2.75,0.3125,1.8515625,2.88,10,32.0
1121,2016,ECU,17259.0,63.24242424242424,0.18843885622591797,-7.242424242424242,0.45454545454545453,1.835454545454545,0.9629629629629629,15,33.0
1122,2016,EIU,16625.14814814815,73.51851851851852,0.198642172479004,4.777777777777778,0.4444444444444444,1.850740740740741,-0.36,12,27.0
1123,2016,EKY,16646.758620689656,70.17241379310344,0.18848714646108233,-0.8620689655172413,0.3448275862068966,2.0344827586206895,5.125,10,29.0
1124,2016,ELON,16813.966666666667,73.76666666666667,0.19283855455646426,-0.7,0.5333333333333333,1.9626666666666672,-1.6666666666666667,16,30.0
1125,2016,EMU,16972.206896551725,74.93103448275862,0.17136171447348708,2.206896551724138,0.41379310344827586,1.9793103448275864,2.8947368421052633,12,29.0
1126,2016,ETSU,16500.515151515152,79.15151515151516,0.18578951598539867,2.4545454545454546,0.7575757575757576,2.0351515151515147,-7.851851851851852,25,33.0
1127,2016,EVAN,17680.09677419355,68.06451612903226,0.18959347360835832,-3.193548387096774,0.41935483870967744,2.488064516129032,2.9166666666666665,13,31.0
1128,2016,EWU,17285.4375,78.8125,0.15365590165532605,5.6875,0.625,2.6799999999999997,-1.793103448275862,20,32.0
1129,2016,FAIR,16838.90322580645,72.61290322580645,0.205366606927353,-5.967741935483871,0.5161290322580645,2.1177419354838714,1.2,16,31.0
1130,2016,FAMU,16731.428571428572,69.96428571428571,0.17570385448294368,-6.571428571428571,0.17857142857142858,1.818571428571429,9.666666666666666,5,28.0
1131,2016,FAU,16639.178571428572,69.03571428571429,0.17069340120337392,-3.4642857142857144,0.2857142857142857,1.7964285714285715,5.7407407407407405,8,28.0
1132,2016,FDU,16827.275862068964,71.96551724137932,0.16612029669624895,-0.7241379310344828,0.3448275862068966,1.9124137931034475,3.3043478260869565,10,29.0
1133,2016,FGCU,16478.645161290322,76.54838709677419,0.18391596206941813,4.258064516129032,0.7419354838709677,1.9190322580645158,-5.571428571428571,23,31.0
1134,2016,FIU,16970.206896551725,69.41379310344827,0.1598159181881483,-4.689655172413793,0.1724137931034483,2.1910344827586203,4.043478260869565,5,29.0
1135,2016,FLA,16701.083333333332,77.88888888888889,0.15869368887202237,5.166666666666667,0.75,1.8927777777777781,-10.074074074074074,27,36.0
1136,2016,FOR,16964.516129032258,64.16129032258064,0.20233983484782928,-11.03225806451613,0.3870967741935484,1.956774193548387,4.173913043478261,12,31.0
1137,2016,FRES,16984.8,72.56666666666666,0.16805586855396817,-1.0333333333333334,0.6,1.7956666666666665,-1.8095238095238095,18,30.0
1138,2016,FSU,16745.542857142857,81.8,0.17435330224432521,8.628571428571428,0.7428571428571429,1.883428571428571,-7.153846153846154,26,35.0
1139,2016,FUR,16919.484848484848,72.42424242424242,0.1961677952132282,-0.18181818181818182,0.6363636363636364,1.9912121212121214,-5.576923076923077,21,33.0
1140,2016,GASO,16412.548387096773,74.0,0.13566770073379722,1.3548387096774193,0.5161290322580645,2.1996774193548396,2.619047619047619,16,31.0
1141,2016,GAST,16758.0,72.51612903225806,0.16394752800021867,0.5161290322580645,0.5806451612903226,1.9319354838709677,-3.15,18,31.0
1142,2016,GB,16944.1,79.1,0.1742933061130776,2.8333333333333335,0.5333333333333333,1.6576666666666668,0.043478260869565216,16,30.0
1143,2016,GC,16522.068965517243,71.86206896551724,0.1850602887546357,5.724137931034483,0.6551724137931034,2.2868965517241375,-1.1666666666666667,19,29.0
1144,2016,GMU,16151.575757575758,73.60606060606061,0.1595047164109305,-3.272727272727273,0.5757575757575758,1.8851515151515152,-1.2592592592592593,19,33.0
1145,2016,GONZ,16641.02564102564,82.61538461538461,0.18263143385315364,10.717948717948717,0.9487179487179487,1.7166666666666668,-22.818181818181817,37,39.0
1146,2016,GRAM,17042.9,67.93333333333334,0.15601188057633195,-1.7666666666666666,0.43333333333333335,2.098333333333334,10.238095238095237,13,30.0
1147,2016,GT,16677.555555555555,66.66666666666667,0.22605457650770758,-6.055555555555555,0.5555555555555556,2.118333333333334,1.6785714285714286,20,36.0
1148,2016,GTWN,17153.28125,74.03125,0.20184685579921421,-0.09375,0.4375,2.1215625000000005,-0.4090909090909091,14,32.0
1149,2016,GW,16644.77142857143,69.91428571428571,0.19036584682304517,1.7428571428571429,0.5714285714285714,2.114285714285714,1.16,20,35.0
1150,2016,HALL,16081.666666666666,73.24242424242425,0.16607504856624655,3.606060606060606,0.6363636363636364,2.042424242424242,0.5555555555555556,21,33.0
1151,2016,HAMP,16989.44827586207,68.44827586206897,0.1694143575278238,-9.172413793103448,0.4482758620689655,1.9420689655172414,2.7142857142857144,13,29.0
1152,2016,HART,17249.03125,66.75,0.17031242607086766,-5.8125,0.28125,2.3159374999999995,9.19047619047619,9,32.0
1153,2016,HARV,16738.153846153848,71.6923076923077,0.1977985199470681,2.5384615384615383,0.6153846153846154,2.0180769230769227,-0.9285714285714286,16,26.0
1154,2016,HAW,16668.655172413793,67.44827586206897,0.20108098812079725,-0.41379310344827586,0.4482758620689655,2.1082758620689654,5.157894736842105,13,29.0
1155,2016,HBU,17120.703703703704,75.25925925925925,0.1857971734062158,0.7037037037037037,0.48148148148148145,1.721851851851852,2.6818181818181817,13,27.0
1156,2016,HC,16806.03125,60.375,0.22102178515460116,-7.78125,0.46875,2.15375,3.5,15,32.0
1157,2016,HOF,16984.645161290322,76.90322580645162,0.16744737155026346,3.064516129032258,0.45161290322580644,2.0651612903225804,-0.3333333333333333,14,31.0
1158,2016,HOU,16624.21875,73.6875,0.16978314599938013,6.1875,0.65625,2.2515625000000004,-10.35,21,32.0
1159,2016,HOW,16412.75,63.15625,0.14082946698227222,-6.65625,0.25,2.327187500000001,9.2,8,32.0
1160,2016,HP,16799.5,67.14285714285714,0.17562687146210568,-2.0,0.39285714285714285,1.8557142857142856,4.681818181818182,11,28.0
1161,2016,IDHO,16339.58064516129,72.09677419354838,0.17414271913872054,-0.8064516129032258,0.5483870967741935,2.473225806451613,-1.1724137931034482,17,31.0
1162,2016,IDST,16553.8,69.6,0.14505536993250592,-7.7,0.13333333333333333,1.8886666666666667,11.318181818181818,4,30.0
1163,2016,ILL,16131.029411764706,70.47058823529412,0.18639418235611985,0.0,0.5588235294117647,2.153235294117647,0.034482758620689655,19,34.0
1164,2016,ILST,16699.91176470588,68.73529411764706,0.19741178734492693,0.7941176470588235,0.7941176470588235,1.7885294117647057,-4.6923076923076925,27,34.0
1165,2016,IND,16591.970588235294,79.73529411764706,0.17805992160575054,10.794117647058824,0.5294117647058824,1.865882352941176,-4.551724137931035,18,34.0
1166,2016,INST,17111.8,69.06666666666666,0.1911573323238906,-3.7,0.3333333333333333,1.9606666666666663,6.722222222222222,10,30.0
1167,2016,IONA,17388.6,80.37142857142857,0.19344477348295358,6.314285714285714,0.6285714285714286,1.922571428571428,-4.0,22,35.0
1168,2016,IOWA,16299.79411764706,80.52941176470588,0.21903803356476362,9.470588235294118,0.5588235294117647,2.063235294117647,-3.2857142857142856,19,34.0
1169,2016,IPFW,17013.7,84.33333333333333,0.19909633620877656,8.5,0.5666666666666667,1.8890000000000002,-5.954545454545454,17,30.0
1170,2016,ISU,17415.14285714286,80.82857142857142,0.19218036536769018,9.942857142857143,0.6857142857142857,1.9034285714285715,-8.518518518518519,24,35.0
1171,2016,IUPU,16417.433333333334,77.0,0.1757200267540985,-0.03333333333333333,0.4,1.8826666666666667,3.45,12,30.0
1173,2016,JAC,16191.862068965518,74.55172413793103,0.16933066451702103,-0.1724137931034483,0.4482758620689655,2.0848275862068966,-0.3,13,29.0
1174,2016,JKST,16657.58620689655,64.03448275862068,0.16290429718634927,-4.896551724137931,0.41379310344827586,2.179310344827586,5.8125,12,29.0
1175,2016,JMU,16576.09375,66.0,0.17410902584535728,-3.03125,0.28125,1.8884375000000004,5.705882352941177,9,32.0
1176,2016,JOES,16726.290322580644,69.51612903225806,0.1647642257140717,-3.225806451612903,0.3548387096774194,2.0170967741935484,5.333333333333333,11,31.0
1177,2016,JVST,17054.696969696968,68.84848484848484,0.20134903338886947,-1.303030303030303,0.5454545454545454,1.9318181818181828,-1.0,18,33.0
1178,2016,KENN,16268.3,74.4,0.2090078231940226,1.4,0.4,2.3276666666666666,1.4,12,30.0
1179,2016,KENT,17003.914285714287,76.02857142857142,0.1594110457601675,1.0857142857142856,0.6,1.928571428571429,-1.85,21,35.0
1180,2016,KSU,16731.114285714284,72.08571428571429,0.2057864356645008,-0.37142857142857144,0.6,1.698285714285714,-4.04,21,35.0
1181,2016,KU,16722.222222222223,83.19444444444444,0.1956424560484276,6.583333333333333,0.8611111111111112,1.8419444444444442,-14.0,31,36.0
1182,2016,L-IL,17230.233333333334,71.7,0.2016975505098018,0.16666666666666666,0.5333333333333333,1.9466666666666668,-2.9444444444444446,16,30.0
1183,2016,L-MD,17080.84375,65.5,0.17667232067166333,-3.8125,0.46875,2.0140625,3.8461538461538463,15,32.0
1184,2016,LAF,17686.724137931036,65.20689655172414,0.19230614318623293,-10.482758620689655,0.27586206896551724,2.2093103448275864,16.363636363636363,8,29.0
1185,2016,LAM,16696.3,73.6,0.1755422763450247,-1.3666666666666667,0.5,1.9776666666666665,-4.05,15,30.0
1186,2016,LAS,17044.933333333334,75.53333333333333,0.18768899228791142,3.3,0.5,2.064,4.866666666666666,15,30.0
1187,2016,LBSU,17013.6875,73.65625,0.1758058510688432,-2.9375,0.40625,1.8559374999999994,6.055555555555555,13,32.0
1188,2016,LEH,16890.645161290322,75.45161290322581,0.1909633907874363,4.838709677419355,0.6451612903225806,2.072903225806452,-8.5,20,31.0
1189,2016,LIB,17000.59375,65.84375,0.18974117108209052,-3.09375,0.5625,1.9234374999999997,-1.7727272727272727,18,32.0
1190,2016,LIP,16654.9,82.76666666666667,0.20922161845074175,9.5,0.5666666666666667,2.199666666666666,-5.473684210526316,17,30.0
1191,2016,LIU,16268.387096774193,70.96774193548387,0.15264125786660687,-0.41935483870967744,0.6129032258064516,1.9990322580645161,-2.4,19,31.0
1192,2016,LMU,17117.344827586207,69.44827586206897,0.20511602334500648,-7.931034482758621,0.4827586206896552,1.9572413793103447,-1.4736842105263157,14,29.0
1193,2016,LONG,16395.821428571428,65.89285714285714,0.15804462031935712,-7.571428571428571,0.14285714285714285,1.9749999999999999,15.142857142857142,4,28.0
1194,2016,LOU,17088.970588235294,77.29411764705883,0.17435423755752483,5.882352941176471,0.7352941176470589,1.7855882352941173,-8.80952380952381,25,34.0
1195,2016,LSU,16791.225806451614,74.80645161290323,0.171432175703927,0.6774193548387096,0.3225806451612903,2.0441935483870974,7.545454545454546,10,31.0
1196,2016,LT,16742.290322580644,76.87096774193549,0.21021878491809542,4.806451612903226,0.6774193548387096,1.9093548387096773,-6.956521739130435,21,31.0
1197,2016,M-OH,16747.366666666665,69.2,0.1605570965505475,-3.033333333333333,0.3,1.8930000000000002,6.428571428571429,9,30.0
1198,2016,MAN,17253.84375,70.21875,0.15374922681976644,-2.375,0.3125,2.1850000000000005,8.05,10,32.0
1199,2016,MARQ,17092.58064516129,82.16129032258064,0.19899545230939247,6.870967741935484,0.5806451612903226,1.7883870967741937,-6.117647058823529,18,31.0
1200,2016,MASS,16476.78787878788,71.78787878787878,0.22621030585795912,-3.787878787878788,0.45454545454545453,2.1090909090909093,1.1176470588235294,15,33.0
1201,2016,MASSL,16883.133333333335,77.73333333333333,0.20141652597639195,-1.3666666666666667,0.3333333333333333,1.8926666666666665,5.0,10,30.0
1202,2016,MCNS,16498.153846153848,68.92307692307692,0.1468774588984922,-4.346153846153846,0.19230769230769232,1.6753846153846153,12.941176470588236,5,26.0
1203,2016,MD,16160.125,73.28125,0.19329809785653973,0.5,0.71875,2.0093750000000004,-2.0476190476190474,23,32.0
1204,2016,ME,17173.41935483871,63.645161290322584,0.1848912704053898,-9.387096774193548,0.1935483870967742,2.279677419354839,15.23076923076923,6,31.0
1205,2016,MEM,16847.5,73.96875,0.2133348795781062,0.78125,0.59375,2.0893749999999995,-0.7727272727272727,19,32.0
1206,2016,MER,17198.5,69.4,0.184214438792353,-4.866666666666666,0.43333333333333335,2.221000000000001,-6.909090909090909,13,30.0
1207,2016,MIA,16748.81818181818,69.03030303030303,0.16963520406321175,-4.454545454545454,0.6363636363636364,1.9533333333333327,-8.6,21,33.0
1208,2016,MICH,16500.526315789473,75.02631578947368,0.18294902325813722,3.8947368421052633,0.6842105263157895,1.8252631578947365,-6.416666666666667,26,38.0
